Time,Price,First_Derivative,Second_Derivative,Labels
127,51054.56223505177,267.73509548752554,-66.61710387270068,1.0
128,51322.68042906596,269.14769953177165,441.6477621679296,1.0
129,51592.85763411532,1151.0306198233848,503.2579472056077,1.0
130,53624.741668712726,1275.663593942987,-355.83158311841,1.0
131,54144.18482200129,439.3674535865648,-651.5549839397736,1.0
132,54503.476575885856,-27.44637393656012,-353.8662392546212,-1.0
133,54089.29207412817,-268.36502492267755,300.39634125528755,1.0
134,53966.7465260405,573.346308574015,197.38935906918232,1.0
135,55235.9846912762,126.41369321568709,-603.2458258898623,-1.0
136,54219.573912471875,-633.1453432057097,23.41597270708735,-1.0
137,53969.69400486478,173.2456386298618,369.78985195863424,-1.0
138,54566.0651897316,106.43436071155884,-88.76518220863545,-1.0
139,54182.5627262879,-4.284725787409116,48.09783012417938,-1.0
140,54557.49573815678,202.6300209599176,-77.55450536562603,-1.0
141,54587.822768207734,-159.39373651866117,-459.1057073883876,-1.0
142,54238.70826511946,-715.5813938168576,-164.6824037463175,-1.0
143,53156.65998057402,-488.7585440112962,280.1351417261758,1.0
144,53261.191177096865,-155.31111036450602,126.7608966414191,1.0
145,52846.03775984501,-235.236750728458,131.96721415108914,1.0
146,52790.71767563995,108.62331793767225,302.4463701711484,1.0
147,53063.28439572035,369.65598961383876,0.2977387682021799,1.0
148,53530.02965486763,109.21879547407661,-332.3240773104699,-1.0
149,53281.721986668505,-294.992165007101,-304.5520520674236,1.0
150,52940.045324853425,-499.88530866077053,104.81305813276776,1.0
151,52281.95136934696,-85.36604874156546,656.0842662200066,1.0
152,52769.313227370294,812.2832237792427,468.2081787759071,1.0
153,53906.51781690545,851.0503088102487,-89.9147782871969,1.0
154,54471.41384499079,632.4536672048489,-346.41597526960504,-1.0
155,55171.42515131515,158.2183582710386,-349.8197440204294,-1.0
156,54787.85056153287,-67.18582083600995,91.57607872406516,-1.0
157,55037.05350964313,341.3705157191689,-298.9610308845695,-1.0
158,55470.59159297121,-665.1078826051489,-747.1341387020329,-1.0
159,53706.83774443283,-1152.897761684897,417.1421927641277,1.0
160,53164.79606960141,169.17650292310645,606.0240752643695,1.0
161,54045.19075027904,59.15038884384194,-80.3812714536034,-1.0
162,53283.096847289096,8.413960015899647,-26.189804004487087,1.0
163,54062.01867031084,6.7707808348677645,-324.37065341243215,-1.0
164,53296.63840895883,-640.3273468089646,-69.76105353145977,1.0
165,52781.36397669291,-132.75132622805177,393.19082901252114,1.0
166,53031.13575650273,146.05431121607762,27.25521653533542,1.0
167,53073.47259912507,-78.24089315738092,89.93284696852788,1.0
168,52874.65397018797,325.9200051531334,87.8814539372288,1.0
169,53725.312609431334,97.52201471707667,-345.661556004834,1.0
170,53069.69799962212,-365.4031068565346,11.94751735929458,1.0
171,52994.506395718265,121.41704943566583,301.04824594648744,1.0
172,53312.53209849345,236.6933850364403,-103.51725214122234,1.0
173,53467.893165791145,-85.61745484677886,-276.74363363291377,1.0
174,53141.297188799894,-316.79388222938724,80.09138241545952,1.0
175,52834.30540133237,74.56530998414019,394.16277162455845,1.0
176,53290.427808768174,471.53166101972965,127.17915675816585,1.0
177,53777.36872337183,328.9236235004719,-303.0465755452915,1.0
178,53948.27505576912,-134.56149007085332,-347.8651051569741,1.0
179,53508.24574323012,-366.8065868134763,-7.565452777840619,1.0
180,53214.661882142165,-149.69239562653456,198.9012109783962,1.0
181,53208.860951977054,30.99583514331607,166.2021278100019,1.0
182,53276.6535524288,182.71185999346926,33.193123386132356,1.0
183,53574.28467196399,97.38208191558078,-4.9276407988218125,1.0
184,53471.41771625996,172.85657839582564,174.92142422503275,1.0
185,53919.997828755644,447.2249303656463,205.01317921185,1.0
186,54365.86757699125,582.8829368195256,-39.36809614667982,1.0
187,55085.763702394695,368.48873807228665,-241.06033839904921,1.0
188,55102.845053135825,100.76226002142721,-154.72956443803923,1.0
189,55287.28822243755,59.029609196208185,-178.10412951901344,1.0
190,55220.90427152824,-255.44599901659967,150.30891862712633,1.0
191,54776.39622440435,359.64744645046085,582.9924658594482,1.0
192,55940.19916442916,910.5389327022967,98.38109822532351,1.0
193,56597.474089808944,556.4096429011079,-341.7038355772511,-1.0
194,57053.01845023138,227.13126154779457,-404.5140406625869,-1.0
195,57051.73661290453,-252.61843842406597,-99.60032615939963,-1.0
196,56547.78157338325,27.93060922899531,246.7091424082555,-1.0
197,57107.597831362524,240.79984639244503,26.907043218679974,-1.0
198,57029.38126616814,81.74469566635526,-139.0353573161483,-1.0
199,57271.087222695234,-37.27086823985155,-83.58399989967074,-1.0
200,56954.839529688434,-85.42330413298623,-15.777260418204605,-1.0
201,57100.24061442926,-68.82538907626076,-93.38783580880227,-1.0
202,56817.18875153591,-272.19897575059076,3.3409700519787293,-1.0
203,56555.84266292808,-62.143448972303304,-32.00007787510185,-1.0
204,56692.901853591306,-336.19913150079446,-365.17250608502945,-1.0
205,55883.44439992649,-792.4884611423622,-123.03761512928395,-1.0
206,55107.92493130658,-582.2743617593624,271.18419967890077,1.0
207,54718.89567640777,-250.12006178456068,382.3020422391601,1.0
208,54607.68480773746,182.32972271895778,223.39521304033224,1.0
209,55083.55512184568,196.6703642961038,-112.96778593872659,1.0
210,55001.02553632967,-43.6058491584954,-137.76539414379477,1.0
211,54996.34342352869,-78.86042399148573,29.2376790187609,1.0
212,54843.304688346696,14.869508879026398,-26.839765882574284,1.0
213,55026.082441286744,-132.5399557566343,-132.8679025419333,1.0
214,54578.22477683343,-250.86629620484018,109.03771745645281,1.0
215,54524.349848877064,85.53547915627132,213.74814802225046,1.0
216,54749.29573514597,176.62999983966074,-7.589318679531061,1.0
217,54877.609848556385,70.3568417972092,-80.4786306623646,1.0
218,54890.00941874039,15.672738514931552,39.46961893849766,1.0
219,54908.95532558625,149.29607967420452,363.7842243013365,1.0
220,55188.6015780888,743.2411871176046,120.68694142621825,1.0
221,56395.43769982146,390.66996252664103,-166.77700169897616,1.0
222,55969.94150314208,409.68718371965224,2.1510067491944938,1.0
223,57214.81206726076,394.97197602503,-615.3882316709278,-1.0
224,56759.88545519214,-821.0892796222033,-565.7691728108493,-1.0
225,55572.633508016355,-736.5663695966687,387.77866571964114,1.0
226,55286.7527159988,-45.53194818292104,681.0895848238542,1.0
227,55481.56961165051,625.6128000510398,161.85138257222388,1.0
228,56537.97831610088,278.1708169615267,-367.33015170314684,1.0
229,56037.91124557357,-109.04750335525387,-251.86954484820853,1.0
230,56319.883309390374,-225.56827273489034,129.51917645648973,1.0
231,55586.774700103786,149.9908495577256,540.4268424549846,1.0
232,56619.865008505825,855.2854121750788,28.75161714047499,1.0
233,57297.345524453944,207.49408383867558,-734.0545639487609,-1.0
234,57034.85317618318,-612.823715722443,-152.03949457756244,1.0
235,56071.69809300906,-96.5849053164493,484.0603863195811,1.0
236,56841.68336555028,355.29705691671916,211.6891079450288,1.0
237,56782.292206842496,326.7933105736083,2.7871850935825933,1.0
238,57495.269986697494,360.87142710388434,-153.01151730847778,1.0
239,57504.035061050265,20.770275956652767,-235.40267686663537,1.0
240,57536.8105386108,-109.9339266293864,17.37211676118568,1.0
241,57284.16720779149,55.51450947902413,164.6754438112821,1.0
242,57647.83955756885,219.41696099317778,66.91239306668103,1.0
243,57723.00112977785,189.3392956123862,-253.25045968119048,1.0
244,58026.51814879362,-287.0839583692032,-128.9282220976329,1.0
245,57148.83321303944,-68.5171485828796,556.4131573087252,1.0
246,57889.48385162786,825.7423562482472,280.45297749839483,1.0
247,58800.317925535936,492.38880641391006,-86.42335318001642,1.0
248,58874.26146445568,652.8956498882144,329.39225472900216,1.0
249,60106.109225312364,1151.1733158719144,41.74026095327463,1.0
250,61176.60809619951,736.3761717947636,-261.3171598800636,1.0
251,61578.86156890189,628.5389961117871,13.17629756428687,1.0
252,62433.686088423085,762.7287669233374,-420.09554746304093,-1.0
253,63104.31910274857,-211.65209881429473,-695.0113637359154,-1.0
254,62010.381890794495,-627.2939605484935,178.5693257173716,1.0
255,61849.73118165158,145.4865526204485,683.875360837972,1.0
256,62301.35499603539,740.4567611274506,-30.865098373749788,-1.0
257,63330.64470390648,83.75635587294892,-847.9052714641839,-1.0
258,62468.86770778129,-955.3537818009172,-311.10306928817045,-1.0
259,61419.937140304646,-538.449782703392,158.13488222354317,-1.0
260,61391.968142374506,-639.0840173538309,-55.21621087471067,-1.0
261,60141.769105596984,-648.8822044528133,364.33576551209444,-1.0
262,60094.20373346888,89.58751367035802,241.54809553730593,-1.0
263,60320.9441329377,-165.78601337820146,-192.24039439641456,-1.0
264,59762.63170671248,-294.8932751224711,219.84488312730718,-1.0
265,59731.15758269276,273.9037528764129,214.02832924736322,-1.0
266,60310.4392124653,133.16338337225534,-332.15814246029004,-1.0
267,59997.48434943727,-390.41253204416716,-197.9826881283352,-1.0
268,59529.61414837697,-262.8019928844151,29.118836784959058,-1.0
269,59471.88036366844,-332.17485847424905,273.2421297138935,-1.0
270,58865.26443142847,283.68226654337195,466.378057102047,1.0
271,60039.24489675518,600.581255729845,-238.26262265034165,-1.0
272,60066.42694288816,-192.84297875731136,-370.06719581544894,-1.0
273,59653.55893924056,-139.55313590105288,114.57494530539589,-1.0
274,59787.320671086054,36.306911853480415,23.021779471613627,-1.0
275,59726.17276294752,-93.50957695782563,-126.97484295132381,-1.0
276,59600.3015171704,-217.6427740491672,-114.23162278157542,-1.0
277,59290.88721484919,-321.9728225209765,-195.00160003808196,-1.0
278,58956.35587212845,-607.6459741253311,142.0858136346469,-1.0
279,58075.595266598524,-37.80119525168266,591.708549864079,1.0
280,58880.753481625085,575.7711256028269,153.13991049221295,-1.0
281,59227.13751780418,268.47862573274324,-257.74791917734,-1.0
282,59417.71073309057,60.275287248146924,-291.372911340075,-1.0
283,59347.68809230047,-314.2671969474068,-279.05061371393094,-1.0
284,58789.17633919576,-497.82594017971496,-156.7231961182897,-1.0
285,58352.03621194104,-627.7135891839862,-46.929045252287324,-1.0
286,57533.749160827785,-591.6840306842896,70.25671264489029,-1.0
287,57168.66815057246,-487.2001638942056,385.53316065547915,1.0
288,56559.348833039374,179.3822906266687,614.4288192283293,1.0
289,57527.4327318258,741.657474562453,51.79988030565255,-1.0
290,58042.66378216428,282.9820512379738,-481.25569914912376,-1.0
291,58093.39683430175,-220.85392373579452,-411.76996507076547,-1.0
292,57600.95593469269,-540.5578789035571,-62.422388172110004,-1.0
293,57012.28107649463,-345.69870008001453,378.4173458682162,1.0
294,56909.55853453266,216.2768128328753,584.9822780032682,1.0
295,57444.834702160384,824.2658559265219,-31.699355713679324,-1.0
296,58558.090246385706,152.87810140551665,-531.047040596106,-1.0
297,57750.59090497142,-237.82822526568998,-86.20618279915288,-1.0
298,58082.433795854326,-19.534264192789124,-42.48885934846294,-1.0
299,57711.52237658584,-322.80594396261586,-50.50228492633505,-1.0
300,57436.821907929094,-120.53883404545923,52.34058836215627,-1.0
301,57470.44470849492,-218.12476723830332,-89.78677187587891,-1.0
302,57000.57237345249,-300.11237779721705,-50.56634062078592,-1.0
303,56870.21995290049,-319.25744847987517,-56.61953831993196,-1.0
304,56362.05747649274,-413.351454437081,187.64310097429188,-1.0
305,56043.517044026325,56.0287534687086,329.7697664452371,-1.0
306,56474.114983430154,246.18807845339325,95.45515263551897,-1.0
307,56535.89320093311,246.93905873974654,-107.71309143638791,-1.0
308,56967.99310090965,30.76189558061742,-133.72364828314312,-1.0
309,56597.416992094346,-20.5082378265397,-161.34371128147723,-1.0
310,56926.97662525657,-291.92552698233703,-209.96232766159665,-1.0
311,56013.56593812967,-440.432893149733,245.2720519731156,-1.0
312,56046.1108389571,198.61857696389416,80.3933019829492,-1.0
313,56410.80309205746,-279.6462891838346,-419.0539904070811,-1.0
314,55486.81826058943,-639.489403850268,58.98815509268934,1.0
315,55131.824284356924,-161.66997899845592,468.5284368392131,1.0
316,55163.47830259252,297.5674698281582,142.95075684343647,1.0
317,55726.95922401324,124.23153468841701,-152.5570105586321,1.0
318,55411.941371969355,-7.546551289105992,216.51388447345016,1.0
319,55711.86612143503,557.2593036353173,290.6285157655202,1.0
320,56526.45997923999,573.7104802419344,-222.83746389798216,-1.0
321,56859.2870819189,111.58437583935302,-260.0919280287253,-1.0
322,56749.628730918696,53.52662418448381,-85.95645585126476,-1.0
323,56966.340330287865,-60.32853586317651,-97.42442283439777,-1.0
324,56628.97165919234,-141.32222148431174,23.21654405867048,-1.0
325,56683.69588731924,-13.895447745835554,99.30471906878665,-1.0
326,56601.18076370067,57.28721665326157,-0.7301666133043909,-1.0
327,56798.270320625765,-15.355780972444336,-28.27793972559084,-1.0
328,56570.46920175578,0.7313372020798852,6.754077033245267,-1.0
329,56799.732995029924,-1.8476269059538026,66.5511072687641,-1.0
330,56566.773947943875,133.83355173960808,81.0649148675875,-1.0
331,57067.40009850914,160.2822028292212,-397.4634767146472,-1.0
332,56887.33835360232,-661.0934016896863,-504.0768546692889,-1.0
333,55745.21329512977,-847.8715065093565,196.0639086343508,-1.0
334,55191.595340583604,-268.96558442098467,662.5902483695791,1.0
335,55207.2821262878,477.30899022980157,487.53509850097,1.0
336,56146.21332104321,706.1046125809553,-428.49889717130463,-1.0
337,56619.49135144971,-379.6888041128077,-863.081170203177,-1.0
338,55386.83571281759,-1020.0577278253986,146.31905520963664,1.0
339,54579.37589579891,-87.05069369353441,757.3785963302362,1.0
340,55212.73432543052,494.69946483507374,453.0144202870215,1.0
341,55568.77482546906,818.9781468805086,9.406302478666476,1.0
342,56850.69061919154,513.5120697924067,-591.5435487048653,-1.0
343,56595.79896505387,-364.10895052922206,-363.6386807285344,-1.0
344,56122.472718133096,-213.76529166466207,127.98793207632116,1.0
345,56168.26838172455,-108.13308637657974,188.54668409861188,1.0
346,55906.20654537994,163.32807653256168,130.80133305622985,1.0
347,56494.92453478967,153.46957973587996,-188.58230141589047,-1.0
348,56213.1457048517,-213.83652629921926,-248.3425204412215,1.0
349,56067.251482191234,-343.21546114656303,78.66433936148314,1.0
350,55526.71478255857,-56.50784757625297,151.4693881210169,1.0
351,55954.23578703873,-40.27668490452925,-39.94562751099329,1.0
352,55446.16141274951,-136.39910259823955,344.09962338390505,1.0
353,55681.43758184225,647.9225618632809,84.64580170862064,1.0
354,56742.006536476074,32.892500819001725,-361.17428412654954,-1.0
355,55747.22258348025,-74.42600638981821,236.12187105062912,1.0
356,56593.15452369644,505.13624292026,-79.1032409352083,-1.0
357,56757.49506932077,-232.63248826023482,-393.20605203415107,-1.0
358,56127.88954717597,-281.27586114804217,236.82680373092444,1.0
359,56194.94334702469,241.02111920161406,134.35844923625882,1.0
360,56609.931785579196,-12.558962675524526,-162.7641447939186,-1.0
361,56169.82542167364,-84.50717038622315,302.08883721060556,1.0
362,56440.91744480675,591.6187117456866,198.6041002034599,-1.0
363,57353.06284516501,312.70103002069663,-506.56899610123764,-1.0
364,57066.31950484814,-421.5192804567887,-311.77265788126715,-1.0
365,56510.024284251434,-310.84428574183767,203.6888970612763,-1.0
366,56444.63093336447,-14.141486334236106,321.4803729887353,-1.0
367,56481.74131158296,332.116460235633,142.735601770828,-1.0
368,57108.86385383573,271.3297172074199,-246.4812837710815,-1.0
369,57024.4007459978,-160.84610730653003,-336.5283630143167,-1.0
370,56787.17163922267,-401.72700882121353,-290.430694808676,-1.0
371,56220.946728355375,-741.707496923882,-204.27289653154548,-1.0
372,55303.75664537491,-810.2728018843045,20.72262209996552,-1.0
373,54600.401124586766,-700.262252723951,197.25164283673803,-1.0
374,53903.23213992701,-415.76951621082844,117.31814509224569,-1.0
375,53768.86209216511,-465.6259625394596,-342.4222067930732,-1.0
376,52971.98021484809,-1100.6139297969748,-123.9827034547252,-1.0
377,51567.63423257116,-713.59136944891,786.3869789647033,1.0
378,51544.79747595027,472.16002813243176,748.6441603880703,1.0
379,52511.95428883602,783.6969513272306,-120.35164722954323,1.0
380,53112.19137860473,231.4567336733453,-570.6068791957077,1.0
381,52974.86775618271,-357.51680706418483,82.65486541449536,1.0
382,52397.15776447636,396.766464502336,530.8767658740708,1.0
383,53768.400685187386,704.2367246839567,-161.05612832400038,1.0
384,53805.63121384427,74.65420785433525,-342.1977430218849,1.0
385,53917.709100896056,19.84123864018693,-58.48850037304874,-1.0
386,53845.31369112465,-42.32279289176222,-84.58175519984252,-1.0
387,53833.06351511253,-149.3222717594981,-83.19134397398375,1.0
388,53546.66914760565,-208.70548083972972,245.6225241763932,1.0
389,53415.65255343307,341.9227765932883,479.43766309813145,1.0
390,54230.51470079223,750.1698453565332,-279.9721909753425,-1.0
391,54915.99224414614,-218.02160535739677,-842.1039314742011,-1.0
392,53794.471490077434,-934.038017591869,-179.06577948790982,-1.0
393,53047.9162089624,-576.1531643332164,490.627980364683,1.0
394,52642.165161411,47.21794313749706,584.4811229100924,1.0
395,53142.352095237395,592.8090814869684,246.57063391959127,1.0
396,53827.78332438494,540.3592109766796,-348.4331788424788,-1.0
397,54223.070517190754,-104.05727619798927,-489.8239264199783,-1.0
398,53619.66877198896,-439.288641863277,49.99852262002969,-1.0
399,53344.4932334642,-4.060230957929889,255.57336079585184,-1.0
400,53611.5483100731,71.85807972842667,-77.49976414279263,-1.0
401,53488.20939292105,-159.05975924351515,-131.3027053020196,-1.0
402,53293.42879158607,-190.74733087561253,189.0107550556986,-1.0
403,53106.71473116983,218.96175086788207,332.79146030466836,-1.0
404,53731.352293321834,474.8355897337242,-68.64289671281585,-1.0
405,54056.38591063728,81.67595744225036,-232.4725441581122,-1.0
406,53894.704208206334,9.890501417499763,-162.22204737703396,-1.0
407,54076.166913472276,-242.76813731181755,-239.98006422139588,-1.0
408,53409.1679335827,-470.069627025292,194.52539645157412,-1.0
409,53136.02765942169,146.2826555913307,170.41701860899775,-1.0
410,53701.73324476536,-129.2355898072965,-197.50143380653935,-1.0
411,52877.5564798071,-248.720212021748,-126.45158015404013,-1.0
412,53204.292820721865,-382.13875011537675,75.83699292794154,-1.0
413,52113.278979576346,-97.04622616586494,344.59856790012236,1.0
414,53010.200368390135,307.05838568486797,31.86414092233281,-1.0
415,52727.39575094608,-33.31794432119932,-83.03415694351679,-1.0
416,52943.564479747736,140.9900717978344,54.37260283106298,-1.0
417,53009.37589454175,75.42726134092663,-6.983406816509159,-1.0
418,53094.41900242959,127.02325816481607,-219.94108489201244,-1.0
419,53263.42241087138,-364.45490844309825,-264.2907331377628,-1.0
420,52365.50918554339,-401.55820811070953,183.1284471341387,-1.0
421,52460.30599464996,1.8019858251791447,108.80667342585366,-1.0
422,52369.11315719375,-183.9448612590022,-169.74894881548244,-1.0
423,52092.41627213196,-337.6959118057857,18.92836267887469,-1.0
424,51693.72133358218,-146.08813590125283,70.67800487750537,1.0
425,51800.24000032945,-196.33990205077498,82.21373564658461,-1.0
426,51301.04152948063,18.339335391916393,294.8313060502114,1.0
427,51836.918671113286,393.32271004964787,88.21070586471433,-1.0
428,52087.686949579926,194.76074712134505,-31.715804083827607,-1.0
429,52226.440165355976,329.89110188199265,-206.3613235326011,-1.0
430,52747.46915334391,-217.96189994385713,-567.5248004306395,-1.0
431,51790.51636546826,-805.1584989792864,13.275632591305111,-1.0
432,51137.15215538534,-191.4106347612469,378.55654644309107,-1.0
433,51407.69509594577,-48.04540609310425,-72.47800237922092,-1.0
434,51041.06134319913,-336.36663951968876,-228.4197016507551,-1.0
435,50734.96181690639,-504.8848093946144,-127.96235910272117,-1.0
436,50031.2917244099,-592.2913577251311,264.6771008845044,1.0
437,49550.37910145613,24.469392374394374,491.78307305087037,1.0
438,50080.23050915869,391.27478837660965,75.48042706528395,1.0
439,50332.92867820935,175.43024650496227,-242.20983424573205,1.0
440,50431.091002168614,-93.14488011485446,-142.2675946576055,1.0
441,50146.63891797964,-109.10494281024876,209.50591586142764,1.0
442,50212.88111654812,325.8669516080008,113.19921126730878,1.0
443,50798.37282119564,117.29347972436881,-253.8107835699866,1.0
