First_Derivative,Second_Derivative,Label
-147.96552870608775,-4611.313177906661,0.0
-263.37713881175284,6056.300849051024,-1.0
613.8535005354931,4928.764388205698,-1.0
356.6096477052499,-3757.008500980248,0.0
141.26129608488066,-140.74713217533554,0.0
338.90513693622336,-350.05649313755646,0.0
97.22786636784554,-3396.0379595421873,0.0
-88.28076516627505,-750.9726672441741,0.0
2.763393316352051,2253.206508212771,0.0
195.1489450728445,-151.50709940950293,0.0
-16.29460830413231,934.5869612449947,0.0
312.71016755882107,1435.3650108255272,0.0
164.25923246577952,-4476.5945179881255,0.0
-250.3983990402562,-360.75090831471766,0.0
118.88055765747636,2173.6761535594587,0.0
23.027227999013945,-4109.352566931454,0.0
-398.03282914061475,542.2572964836248,0.0
91.23749983038262,5536.937541353795,0.0
298.4557515722048,-695.0519657094061,0.0
3.807263620713737,-1803.073777079302,0.0
71.6480105530743,-1588.1265649314114,0.0
-195.96237599327458,2542.140319349814,0.0
391.42255916824365,582.8304453481911,0.0
-122.64842822973662,-6180.445252056508,0.0
-386.01253191382307,2852.6152839255565,0.0
236.1806095880637,3473.0300385831224,0.0
50.85816497945046,-1687.8790051633732,0.0
23.863160828514268,-472.22480953530675,0.0
-8.542755640328181,-2124.8127482770246,0.0
-243.41596310506313,-1882.016864944775,0.0
-245.2807078662601,6407.39456994823,0.0
562.5669682102102,-570.2636359795436,0.0
-317.0138830176147,-5095.507770709855,0.0
-78.39438429317002,7477.266191044016,0.0
623.5476599140935,-2360.374516349271,0.0
-375.304704224441,-6484.021505595904,0.0
-192.07413498874908,4596.380983096255,0.0
202.87174140496614,-939.9499676015903,0.0
-310.30996733951355,-2180.6555939698655,0.0
-71.43182592337321,2972.1633300594876,0.0
63.556958906089676,1453.6792031411153,0.0
111.4257478609884,-202.46285265597476,0.0
38.08925878481446,-1750.3120258833173,0.0
-108.7451190861565,-331.4559231199107,0.0
-3.604414611088231,2481.047790674659,0.0
203.34463115963672,1388.2104594103473,0.0
171.01787891924593,-2442.0664665473846,0.0
-103.84167798484029,-2543.2738817685367,0.0
-148.89925994085013,-806.7470486045438,0.0
-205.32198233724486,2954.112315862757,0.0
222.69703833316976,3001.061982568782,0.0
172.18009083217237,-2194.8370105505655,0.0
-53.390402234307814,1062.1398670709993,0.0
305.78612900935434,218.28125575347147,0.0
-25.932913165580423,-3408.893109588401,0.0
-123.01681593382392,300.62216806130596,0.0
11.882197732823698,-1294.525454687042,0.0
-285.85451997102547,3203.048045684897,0.0
414.7919959077997,2410.5443498980376,0.0
17.3666380186491,-4195.309924539548,0.0
-112.93392355029465,1116.1392845605915,0.0
157.76523568665917,-49.06597747430533,0.0
-119.10590810983344,1563.4725295375513,0.0
354.433656622982,-1570.2525254942166,0.0
-316.6271813179111,-4932.017297969892,0.0
-265.9623117725604,2663.698272243067,0.0
18.438080882638104,-361.85178084518975,0.0
-311.4794647812347,-459.53388487033357,0.0
-39.36645472433807,6624.382742162011,0.0
521.7982992765575,3235.386252653897,0.0
367.61115019512954,-6304.422288574842,0.0
-271.2318007000099,-3707.1680734006172,0.0
-98.71165200779761,852.9704746641673,0.0
-163.93707489684795,-544.3384082872969,0.0
-167.18370584331905,3568.3935823063043,0.0
284.9293540637345,4311.040162038598,0.0
375.0998618199893,-3853.8158168142113,0.0
-199.8401938197689,-4175.5787711144385,0.0
-150.14408580033003,3972.5555235893244,0.0
299.86556189137747,-508.17196516245804,0.0
-214.06678099611304,-7738.448549624879,0.0
-673.5499781960826,4039.3623296437945,0.0
294.04256915389317,10126.828625410544,0.0
600.2986870192485,-4071.6392991895477,0.0
-218.12688471608533,-6851.773787459324,0.0
-261.58248193937044,1579.1781411591824,0.0
-19.4828628151718,3577.031259825183,0.0
188.37047611980606,1564.7836139203296,0.0
177.3504787644012,-3454.2884661785183,0.0
-246.14272783320612,-378.207616196456,0.0
129.77593347608897,4876.41534432746,0.0
367.25909885713196,-2397.674706071325,0.0
-171.82635850756688,-4502.625210898548,0.0
-199.12385547428718,121.73412700604581,0.0
-156.51348406939417,70.97851598446778,0.0
-190.19550374737983,2259.781713126526,0.0
127.74331787955123,4119.112758484839,0.0
327.9456126235459,-3430.6482087512427,0.0
-303.7961900149372,-3622.386324357636,0.0
-127.71253612785267,5584.435678802769,0.0
398.6671574513954,-975.620413115397,0.0
-250.43533582897766,-2728.232152591666,0.0
55.48421099015343,5713.519283871339,0.0
468.265373214198,-2860.879017587682,0.0
-304.3843177171195,-5208.983587238609,0.0
-186.97004501758423,1999.3845488577094,0.0
-52.88274372743474,11.072374375592517,0.0
-185.5772566293497,-1180.433896727558,0.0
-201.36892823224755,3026.5240064636882,0.0
195.12767168374546,5316.32684497151,0.0
467.3691442500165,-3715.6296691532807,0.0
-272.25951038125623,-3257.2035733896223,0.0
57.64714955903166,4270.786580849189,0.0
264.96057960656344,3096.1246678903844,0.0
447.10710996914787,1923.6352757398681,0.0
506.9336907357165,-3346.95769490009,0.0
26.094989601861357,-565.1629487472906,0.0
435.8421284588659,1663.02253588804,0.0
235.28575562789456,-738.3150137708958,1.0
342.96985525375226,251.3940853656095,1.0
266.90849083272064,-4470.917213457327,1.0
-219.42456607180566,-2852.3863873971404,1.0
-91.89175420617676,3327.471230867147,1.0
199.13636181300626,4452.665704541709,1.0
468.20681901821354,1845.9645118880428,1.0
431.3393067313243,-5335.484712166821,1.0
-202.94111191608386,-3930.558547494343,1.0
-63.08367053846155,7567.574504075669,1.0
748.980268163906,568.9902958759075,1.0
8.489331803471941,-6293.831494806095,1.0
-42.71762120600533,-117.13791791183063,1.0
-6.245387810886996,1789.6110722510007,1.0
182.3966529628333,-414.0626936082254,1.0
-58.33012520288753,-3692.8331010833454,1.0
-282.12296030230186,3594.670479742939,1.0
393.84166143321295,5840.980196831848,1.0
452.61099269593274,-1617.9048795743483,1.0
190.3262226392908,-6368.950209219656,1.0
-348.5360418731891,-3565.2970262793924,1.0
-258.1506921004477,1938.9203031442462,1.0
-104.64023485600751,620.8187298381129,1.0
-180.05821719072287,-413.54937863662553,1.0
-156.66040261663056,1493.885256991211,1.0
7.856855829088772,1706.3243608602716,1.0
57.977278132917945,-4107.213450500596,1.0
-508.78745259205107,-1587.9846899148283,1.0
-141.77451509429056,6747.810850919394,1.0
340.01627101403665,482.41131023117396,1.0
-81.09223968965011,-6254.0897385399985,1.0
-446.6825228793873,-1042.1800386915038,1.0
-212.18754112189208,4000.3487979159654,1.0
56.5193347914701,-2383.727584354784,1.0
-512.0354316992053,-3210.48070538171,1.0
-347.3254138979811,3546.4379781541793,1.0
-65.93078711137332,2072.4674583812043,1.0
-86.63077757948827,-1155.0185692993896,1.0
-211.21999039748096,-2788.303984801706,1.0
-437.3701295165515,-2134.6344360355756,0.0
-479.7345794805325,-62.301060975056316,0.0
-445.2069485543929,2482.2101361334976,0.0
-167.4986183857104,3817.442336186074,0.0
34.98719754630496,-225.77037867916715,0.0
-195.898160450016,-2846.394374786063,0.0
-323.0593152483651,1059.1734049267518,0.0
-62.66527204979184,-929.066016580603,0.0
-439.92606088958956,-2443.3705257615757,0.0
-370.0156181451056,2591.3561676057748,0.0
-113.96067554484591,73.40988594506871,0.0
-360.78142561714185,-973.8858395014535,-1.0
-236.46528410594135,365.41411385254605,-1.0
-314.81616853618584,966.0422465350101,-1.0
-114.94731714811178,-787.1878071528195,-1.0
-413.836125771292,-618.8825867624156,-1.0
-192.7962455968593,3634.561616860728,-1.0
43.35354688333064,-1033.0270823669748,-1.0
-322.7402012694308,-1560.3967426923614,-1.0
-152.9279723770062,2582.508716214018,-1.0
2.1122676270510965,1836.106404014848,-1.0
78.03492612398554,-1650.1026042749204,-1.0
-205.45330671767442,-2868.6227264528925,-1.0
-282.8076798157624,276.8044651888715,-1.0
-170.6342126508789,2511.029019245603,-1.0
33.0533940506034,2059.953895165605,-1.0
88.48634886205832,-1954.7712122046269,-1.0
-212.83629082270681,-1011.0381163272594,-1.0
-38.69162586278685,3141.14828557583,-1.0
182.2871677479152,-1301.087667825947,-1.0
-202.35478738103734,-2584.6240080076927,-1.0
-142.83138263643878,1572.9244642999902,-1.0
-4.497412338133472,3033.6108339178927,-1.0
238.764994127803,2610.3680254076944,-1.0
323.8594650106784,-4624.417455575091,-1.0
-342.9381452342484,-4915.120551639695,-1.0
-294.41107018610273,6569.632123197618,-1.0
483.4525660780771,8107.228923189726,-1.0
725.3931670937286,-2621.783809665213,-1.0
153.6597029851489,-7652.015940901581,-1.0
-237.15005873564473,10.19265014931807,-1.0
154.94183130665874,5302.305247682262,-1.0
429.8242440955603,953.6337081780141,-1.0
274.89893448294174,-3054.462171348736,-1.0
45.60498811248931,-2950.514300102102,-1.0
-96.24477120323786,3185.545793902155,-1.0
446.3131868631457,6225.054147797009,-1.0
686.8016503750572,-2823.8381199277233,-1.0
91.10401399060015,-3468.8423054049163,0.0
250.457726326142,-142.81000658614437,0.0
73.14001528989365,-895.7242934387923,0.0
137.78501922265838,2079.7006202498,0.0
334.7445073917141,949.9101693835028,0.0
257.27374033198663,-889.4870052548556,0.0
222.85638562305485,-3622.696685955266,0.0
-198.4234486482436,898.6375599618884,0.0
335.89555105313093,4164.252566725694,0.0
325.39578143455884,-2928.8745053454772,0.0
-32.52609576485182,-2416.6757459196706,0.0
21.40335823179042,-1192.049667014202,0.0
-182.47342215548278,378.66939516395655,0.0
69.03599046347756,1740.1282709513448,0.0
36.416435395055785,699.2985028185257,0.0
157.00039643428997,2980.129692451648,0.0
411.28544634804825,-1878.9279172207684,0.0
-79.34899861533444,-5338.951093870857,0.0
-260.29851899245796,1428.8879347603956,0.0
100.39009402309841,3146.673862634835,0.0
135.51999912950967,1431.9236416742706,0.0
280.51104670320973,-203.2528239408441,0.0
109.95292891877688,-1491.419995873459,0.0
92.90607763603919,-496.48893674453615,0.0
47.49983597522629,-3174.8017211936976,1.0
-306.45062962751666,1661.2011220721577,0.0
256.4614872759057,3311.8149434913385,0.0
110.140901764707,-5177.815699950641,1.0
-394.8533381338232,-3114.6945784081363,0.0
-281.6549583235727,4444.390830188282,0.0
164.2043428192261,5397.75853510595,0.0
397.3263653897887,-3831.7713697328386,0.0
-317.7922451844241,-5148.996253046171,1.0
-250.36327632927305,5904.154806104258,0.0
424.8884100513364,-96.02691106442148,0.0
-262.442453040014,-4601.987346882224,1.0
-153.99325725119604,4212.433197130093,0.0
267.4373942409734,1926.314856222004,0.0
88.31691695539746,-1481.3461042236163,0.0
81.09961492355399,-1852.7250870644652,0.0
-144.73643730461856,-1145.5027786671544,0.0
-62.992601858360956,182.29361620075235,0.0
-121.80581526449009,-3162.706282265159,0.0
-460.82782995949424,1697.3510627692563,0.0
91.70311884406982,7505.057308176568,0.0
483.22954357958673,-2858.7066160969985,0.0
-267.89214457528703,-5450.465461443719,0.0
-202.38175781438036,2958.932727398243,0.0
104.31051083452795,3568.1528728647445,0.0
246.45439242693405,384.915880721303,0.0
152.72888533401806,-4745.181715991823,0.0
-350.4396223442292,-2963.7457451587707,0.0
-220.07919715249514,1269.931547142093,0.0
-190.69557353288474,1121.9269070874957,0.0
-78.95257736586626,1835.9845166075027,0.0
40.2519928126114,411.49198474962975,0.0
-27.191208144644875,-151.99686882615086,0.0
21.132383344214286,-1657.1878284987135,0.0
-235.6480292710067,-681.915691007366,0.0
-64.645447496129,1320.524903765569,0.0
-69.53986764729976,66.73145457931952,0.0
-56.251331481322026,486.04463481708456,0.0
-8.400558175507882,-2559.6069898601295,0.0
-378.22300377052784,66.33164300896064,0.0
-0.05673425657363396,3708.7787463280256,0.0
88.3024041675514,-3996.66961256634,0.0
-502.7957890580152,-1838.5869268091833,0.0
-142.97251804476878,7829.513672145666,0.0
482.0747868616896,1842.8077342406752,0.0
88.83333740555673,-7027.478482713804,0.0
-401.90818709444636,24.426390672623256,0.0
91.9059207684416,4545.006587949871,0.0
169.80589928072254,-2149.001507051989,0.0
-178.41589493162576,-1165.2843559047817,0.0
23.225367875110578,721.8336354195286,0.0
-87.61680599680528,347.2417421942264,0.0
66.90473149058056,1557.2251164346567,0.0
108.26575599624175,-3288.1954773815733,0.0
-346.7157191723952,-1150.521669031353,0.0
-36.457784473211404,3476.1201381892533,0.0
90.54367979178778,2273.934575763597,0.0
249.57929892869885,471.19241153399423,0.0
149.81473558765316,-4600.685721831018,0.0
-329.1386376149982,-1173.0683582331085,0.0
2.2550584552600412,4553.104242222633,0.0
243.59404860704467,1164.5590561020833,0.0
148.74435476443296,-4747.671327274987,0.0
-353.6131331117652,-3793.152852342286,0.0
-328.39442941427717,5543.405261134883,0.0
343.6890188103302,4716.687087989087,0.0
264.9152604720329,-2640.055551326476,0.0
11.59776254939851,-3183.9860098941663,0.0
-135.59673383493708,-1431.033618149323,0.0
-168.41123452038005,4248.262404595672,0.0
398.79005138233134,2905.439064007619,0.0
197.0624799517476,-3836.43395599574,0.0
-83.79304099560534,-1281.2855690723304,0.0
35.8902144482675,-1007.137797478109,0.0
-210.4803965795765,3345.881087308366,0.0
456.7669088897354,2671.0136587931265,0.0
125.5050644056235,-5677.443561375736,0.0
-257.3958532159295,185.7327217167193,0.0
148.86828979398229,1978.8227141413047,0.0
-8.480742044702268,-958.1388539241858,0.0
28.34448660648519,1761.9198040288757,0.0
213.15026146085202,760.2024372962958,0.0
123.9699677776702,-2264.8786113855563,0.0
-71.74767674940927,1910.8397427630184,0.0
364.33353526730156,4592.797057514812,0.0
505.97794868876105,-1213.5921742465987,0.0
211.6763877570537,-1565.937914274531,0.0
308.9994082497725,1061.76992193516,0.0
345.2358907221767,-433.48832778835595,1.0
254.4711301317668,146.18804755708697,1.0
363.62481149284406,-379.910580614428,1.0
206.68236980824008,-3164.27770572467,1.0
-34.408085172718984,1450.7778033870193,1.0
389.17497798096133,2022.164468602147,1.0
219.9589634323877,-2753.144204947332,1.0
42.8583570185815,1549.9350245822075,1.0
414.92450844822633,-1090.1265050117293,1.0
-94.26810622970311,-1230.6645831196074,1.0
260.11983123664277,5243.00778900801,1.0
565.2471991821851,-1709.7127170353199,1.0
45.055930872695626,-5682.492449707575,1.0
-149.55066004031164,417.5157301124362,1.0
97.57502398498173,3142.9355434266686,1.0
245.79761679393346,-1715.6261852741861,1.0
-118.2327285660599,-1341.740178367018,1.0
77.02079647831624,2158.058969080475,1.0
153.2284207143075,-2148.26470248274,1.0
-193.2083369465372,-3137.928039877551,1.0
-241.4899647740599,2360.022570208828,1.0
103.65771185719086,5647.466722884665,1.0
468.90202593695085,-414.4886130847016,1.0
51.51939826914986,-7683.891126084132,1.0
-497.65076335995764,-2443.351668146777,1.0
-255.82857573639876,4723.646820688583,1.0
96.53438779228759,-72.18042354940712,1.0
-264.9081148097855,-1927.5356962530973,1.0
-145.9293552660597,2370.323369072572,1.0
33.25366628774532,-1180.7647685303077,1.0
-294.45715996800436,-2572.9926775743133,1.0
-290.40178490772723,782.3995142741364,1.0
-196.03951967909074,727.1076550129696,1.0
-198.9392797082262,1053.021621344653,1.0
-63.58046103292486,552.6019442060992,1.0
-129.42775985725916,-1739.1506800423774,1.0
-282.34734791609276,-3702.8674311925324,1.0
-595.2095864458884,929.5134342487643,1.0
-165.42432183196638,2441.1212490086177,0.0
-288.1421757388197,-2281.0709329596993,1.0
-452.3590840062632,2687.783281576256,0.0
